INSPECTION_TYPE,JOB_TICKET_OR_WORK_ORDER_ID,JOB_ID,JOB_PROGRESS,BBL,BORO_CODE,BLOCK,LOT,HOUSE_NUMBER,STREET_NAME,ZIP_CODE,X_COORD,Y_COORD,LATITUDE,LONGITUDE,BOROUGH,INSPECTION_DATE,RESULT,APPROVED_DATE,LOCATION
BAIT,11500,PO31484,7,2028260097,2,02826,0097,1820,GRAND CONCOURSE,10457,1009827,247973,40.8472723843091,-73.9075562335087,Bronx,04/21/2010 09:17:54 AM,Bait applied,04/22/2010 01:32:05 PM,"(40.8472723843091, -73.9075562335087)"
BAIT,11501,PO50217,7,2031640019,2,03164,0019,2337,GRAND CONCOURS,10468,1012082,252034,40.8584060021104,-73.8993861389343,Bronx,04/21/2010 11:35:26 AM,Bait applied,04/22/2010 01:41:43 PM,"(40.8584060021104, -73.8993861389343)"
BAIT,11502,PO32758,7,2031690055,2,03169,0055,2065,CRESTON AVENUE,10453,1010656,250215,40.8532858605041,-73.9043461130709,Bronx,04/21/2010 12:30:21 PM,Bait applied,04/22/2010 09:55:53 AM,"(40.8532858605041, -73.9043461130709)"
BAIT,11503,PO40131,7,2031710042,2,03171,0042,121,EAST 182 STREET,10453,1011269,251371,40.8565887923868,-73.9023278383969,Bronx,04/21/2010 11:45:45 PM,Bait applied,04/22/2010 01:28:53 PM,"(40.8565887923868, -73.9023278383969)"
BAIT,11504,PO33275,7,2031830076,2,03183,0076,2295,MORRIS AVENUE,10453,1011326,252002,40.8582845805458,-73.9018120126966,Bronx,04/21/2010 12:00:14 PM,Bait applied,04/22/2010 01:32:36 PM,"(40.8582845805458, -73.9018120126966)"
BAIT,11505,PO27015,7,2031860068,2,03186,0068,2269,WALTON AVENUE,10453,1011044,251818,40.857816358552,-73.9031394132876,Bronx,04/21/2010 12:20:24 PM,Bait applied,04/22/2010 01:42:18 PM,"(40.857816358552, -73.9031394132876)"
BAIT,11506,PO23232,9,2027830004,2,02783,0004,1300,COLLEGE AVENUE,10456,1008700,243758,40.8357008450433,-73.9116423813671,Bronx,04/21/2010 11:15:30 PM,Bait applied,04/22/2010 01:29:23 PM,"(40.8357008450433, -73.9116423813671)"
BAIT,11507,PO31745,9,2028140008,2,02814,0008,304,ECHO PLACE,10457,1011161,248643,40.8491073656637,-73.9027316583717,Bronx,04/21/2010 09:50:54 AM,Bait applied,04/22/2010 01:31:33 PM,"(40.8491073656637, -73.9027316583717)"
BAIT,11508,PO27439,10,2028140050,2,02814,0050,1956,ANTHONY AVENUE,10457,1011210,249056,40.8502544107091,-73.9027961941329,Bronx,04/21/2010 09:58:56 AM,Bait applied,04/22/2010 01:33:07 PM,"(40.8502544107091, -73.9027961941329)"
BAIT,11509,PO27440,10,2028140052,2,02814,0052,1962,ANTHONY AVENUE,10457,1011247,249131,40.8503422411824,-73.9027960657807,Bronx,04/21/2010 10:07:53 AM,Bait applied,04/22/2010 01:33:42 PM,"(40.8503422411824, -73.9027960657807)"
BAIT,11511,PO24997,9,2024350009,2,02435,0009,1208,COLLEGE AVENUE,10456,1008310,242692,40.8330259462596,-73.9132178777167,Bronx,04/21/2010 11:07:53 AM,Bait applied,04/22/2010 10:08:07 AM,"(40.8330259462596, -73.9132178777167)"
BAIT,11512,PO50418,9,2024370027,2,02437,0027,1043,COLLEGE AVENUE,10456,1007696,241509,40.8295365540154,-73.9152815595243,Bronx,04/21/2010 10:45:13 AM,Bait applied,04/22/2010 09:47:21 AM,"(40.8295365540154, -73.9152815595243)"
BAIT,11513,PO24998,10,2024350007,2,02435,0007,1200,COLLEGE AVENUE,10456,1008269,242661,40.8329079753396,-73.9132866910926,Bronx,04/21/2010 10:55:28 AM,Bait applied,04/22/2010 01:34:12 PM,"(40.8329079753396, -73.9132866910926)"
BAIT,11514,PO24954,10,2024520073,2,02452,0073,1171,GRANT AVENUE,10456,1007578,242657,40.8327257160211,-73.915491253942,Bronx,04/21/2010 10:35:58 AM,Bait applied,04/22/2010 01:34:44 PM,"(40.8327257160211, -73.915491253942)"
BAIT,11515,PO26014,11,2024340045,2,02434,0045,321,EAST 166 STREET,10456,1008143,241687,40.8300239135851,-73.9136656266554,Bronx,04/21/2010 10:25:08 AM,Bait applied,04/22/2010 01:29:57 PM,"(40.8300239135851, -73.9136656266554)"
BAIT,11516,PO31543,11,2027960013,2,02796,0013,1758,EASTBURN AVENUE,10457,1009669,247451,40.8458401088835,-73.9081293203551,Bronx,04/21/2010 09:25:42 AM,Bait applied,04/22/2010 01:30:28 PM,"(40.8458401088835, -73.9081293203551)"
BAIT,11517,PO42054,11,2027960046,2,02796,0046,1755,WEEKS AVENUE,10457,1009852,247523,40.8460314020855,-73.907464904009,Bronx,04/21/2010 09:00:59 AM,Bait applied,04/22/2010 09:34:14 AM,"(40.8460314020855, -73.907464904009)"
BAIT,11520,PO69924,3,1020590058,1,02059,0058,470,WEST 145 STREET,10031,998816,239781,40.8249494882329,-73.9469506416405,Manhattan,04/21/2010 10:17:21 AM,Bait applied,04/22/2010 09:01:23 AM,"(40.8249494882329, -73.9469506416405)"
BAIT,11521,PO66764,3,1020650014,1,02065,0014,460,CONVENT AVENUE,10031,999784,240962,40.8279396993764,-73.9437251163296,Manhattan,04/21/2010 12:37:28 PM,Bait applied,04/22/2010 09:18:19 AM,"(40.8279396993764, -73.9437251163296)"
BAIT,11524,PO68135,3,1020730001,1,02073,0001,3458,BROADWAY,10031,997603,239445,40.8239774218504,-73.9522302606542,Manhattan,04/21/2010 11:23:05 AM,Bait applied,04/22/2010 09:13:23 AM,"(40.8239774218504, -73.9522302606542)"
BAIT,11528,PO68086,3,1020750017,1,02075,0017,515,WEST 143 STREET,10031,998176,239732,40.8243385524891,-73.9494803627335,Manhattan,04/21/2010 09:47:19 AM,Bait applied,04/22/2010 09:00:20 AM,"(40.8243385524891, -73.9494803627335)"
BAIT,11529,PO68075,3,1020760001,1,02076,0001,3520,BROADWAY,10031,997983,240133,40.8258542302319,-73.9508558692794,Manhattan,04/21/2010 10:54:53 AM,Bait applied,04/22/2010 09:14:24 AM,"(40.8258542302319, -73.9508558692794)"
BAIT,11530,PO57530,3,1020760028,1,02076,0028,505,WEST 144 STREET,10031,998480,239769,40.8247745662042,-73.9485839543503,Manhattan,04/21/2010 10:00:01 AM,Bait applied,04/22/2010 09:00:55 AM,"(40.8247745662042, -73.9485839543503)"
BAIT,11531,PO66243,3,1020770039,1,02077,0039,514,WEST 146 STREET,10031,998615,240227,40.8261877454847,-73.9478060046216,Manhattan,04/21/2010 10:37:38 AM,Bait applied,04/22/2010 09:01:50 AM,"(40.8261877454847, -73.9478060046216)"
BAIT,11532,PO66235,3,1020770059,1,02077,0059,3556,BROADWAY,10031,998192,240510,40.8269435404646,-73.9500601315129,Manhattan,04/21/2010 11:43:11 AM,Bait applied,04/22/2010 09:15:33 AM,"(40.8269435404646, -73.9500601315129)"
BAIT,11533,PO66231,3,1020780011,1,02078,0011,543,WEST 146 STREET,10031,998442,240509,40.8264322675145,-73.9483441952897,Manhattan,04/21/2010 10:29:23 AM,Bait applied,04/22/2010 09:12:21 AM,"(40.8264322675145, -73.9483441952897)"
BAIT,11535,PO67879,3,1020910032,1,02091,0032,3517,BROADWAY,10031,997757,240252,40.8258624720746,-73.9508739295632,Manhattan,04/21/2010 11:00:23 AM,Bait applied,04/22/2010 09:16:26 AM,"(40.8258624720746, -73.9508739295632)"
BAIT,11547,PO14851,4,2031140073,2,03114,0073,787,EAST 185 STREET,10460,1016764,249828,40.8523351941827,-73.8824712288242,Bronx,04/21/2010 11:44:05 AM,Bait applied,04/22/2010 09:34:49 AM,"(40.8523351941827, -73.8824712288242)"
BAIT,11551,PO64608,3,2051350077,2,05135,0077,2309,HUNTER AVENUE,10475,1032831,253265,40.8616949252049,-73.8243688591176,Bronx,04/21/2010 12:22:09 PM,Bait applied,04/22/2010 01:30:58 PM,"(40.8616949252049, -73.8243688591176)"
BAIT,11554,PO76122,3,1019530053,1,01953,0053,360,WEST 127 STREET,10027,997447,235141,40.8122601706152,-73.9521230696388,Manhattan,04/21/2010 09:33:47 AM,Bait applied,04/22/2010 09:23:58 AM,"(40.8122601706152, -73.9521230696388)"
BAIT,11556,PO76120,3,1019530055,1,01953,0055,364,WEST 127 STREET,10027,997403,235165,40.8123783087988,-73.9524011503936,Manhattan,04/21/2010 10:05:03 AM,Bait applied,04/22/2010 09:25:38 AM,"(40.8123783087988, -73.9524011503936)"
BAIT,11557,PO76119,3,1019530056,1,01953,0056,366,WEST 127 STREET,10027,997397,235210,40.812394792034,-73.9524372640346,Manhattan,04/21/2010 10:11:56 AM,Bait applied,04/22/2010 09:26:00 AM,"(40.812394792034, -73.9524372640346)"
BAIT,11558,PO76118,3,1019530057,1,01953,0057,368,WEST 127 STREET,10027,997358,235190,40.8124085305367,-73.9524733796535,Manhattan,04/21/2010 10:17:20 AM,Bait applied,04/22/2010 09:26:25 AM,"(40.8124085305367, -73.9524733796535)"
BAIT,11560,PO75999,3,1019670069,1,01967,0069,405,WEST 127 STREET,10027,997105,235497,40.8128535907826,-73.9534918059668,Manhattan,04/21/2010 11:17:00 AM,Bait applied,04/22/2010 09:26:52 AM,"(40.8128535907826, -73.9534918059668)"
BAIT,11561,PO68309,3,1019870001,1,01987,0001,3300,BROADWAY,10031,996592,237637,40.8190273924976,-73.9558467169087,Manhattan,04/21/2010 12:06:58 PM,Bait applied,04/22/2010 09:28:18 AM,"(40.8190273924976, -73.9558467169087)"
BAIT,11563,PO70968,3,1019970034,1,01997,0034,3251,BROADWAY,10027,996004,237145,40.8173179128023,-73.957119560256,Manhattan,04/21/2010 12:20:53 PM,Bait applied,04/22/2010 09:27:51 AM,"(40.8173179128023, -73.957119560256)"
BAIT,11564,PO70916,3,1020010060,1,02001,0060,575,RIVERSIDE DRIVE,10031,995946,238308,40.821086595098,-73.9576157278293,Manhattan,04/21/2010 02:14:03 PM,Bait applied,04/22/2010 09:28:43 AM,"(40.821086595098, -73.9576157278293)"
BAIT,11566,PO70460,3,1020570056,1,02057,0056,1627,AMSTERDAM AVENUE,10031,998250,238901,40.8223761673755,-73.949680572226,Manhattan,04/21/2010 02:05:07 PM,Bait applied,04/22/2010 09:30:28 AM,"(40.8223761673755, -73.949680572226)"
BAIT,11569,PO68271,3,1020700016,1,02070,0016,529,WEST 138 STREET,10031,997492,238613,40.8214138462194,-73.9522068097021,Manhattan,04/21/2010 01:09:32 PM,Bait applied,04/22/2010 09:29:37 AM,"(40.8214138462194, -73.9522068097021)"
BAIT,11570,PO68262,3,1020700036,1,02070,0036,1590,AMSTERDAM AVENUE,10031,997852,238530,40.8211963251288,-73.950573880528,Manhattan,04/21/2010 01:18:05 PM,Bait applied,04/22/2010 09:30:00 AM,"(40.8211963251288, -73.950573880528)"
BAIT,11573,PO54084,6,1021320026,1,02132,0026,255,AUDUBON AVENUE,10033,1002593,247653,40.8465683327572,-73.9339071061119,Manhattan,04/21/2010 09:02:45 PM,Bait applied,04/22/2010 01:16:25 PM,"(40.8465683327572, -73.9339071061119)"
BAIT,11575,PO58853,4,1021200042,1,02120,0042,505,WEST 161 STREET,10032,1000678,243776,40.835573976522,-73.9407011343858,Manhattan,04/21/2010 12:20:50 PM,Bait applied,04/22/2010 01:08:32 PM,"(40.835573976522, -73.9407011343858)"
BAIT,11577,PO58863,4,1021200059,1,02120,0059,559,WEST 161 STREET,10032,1000344,243923,40.8360191554685,-73.9417523609682,Manhattan,04/21/2010 12:50:54 PM,Bait applied,04/22/2010 01:02:14 PM,"(40.8360191554685, -73.9417523609682)"
BAIT,11578,PO55336,4,1021420006,1,02142,0006,635,WEST 170 STREET,10032,1000629,246533,40.8428169731335,-73.9401344777227,Manhattan,04/21/2010 12:05:10 PM,Bait applied,04/22/2010 01:07:34 PM,"(40.8428169731335, -73.9401344777227)"
BAIT,11580,PO54236,4,1021430005,1,02143,0005,11,WADSWORTH AVENUE,10033,1001351,247108,40.8450228286857,-73.9384446073687,Manhattan,04/21/2010 11:50:03 AM,Bait applied,04/22/2010 01:05:22 PM,"(40.8450228286857, -73.9384446073687)"
BAIT,11581,PO48690,4,1021580047,1,02158,0047,470,AUDUBON AVENUE,10040,1003860,250287,40.853525894265,-73.9288467335012,Manhattan,04/21/2010 10:25:32 AM,Bait applied,04/22/2010 01:04:50 PM,"(40.853525894265, -73.9288467335012)"
BAIT,11584,PO55244,4,1021760070,1,02176,0070,700,WEST 178 STREET,10033,1001336,248297,40.8484287208882,-73.9379065095204,Manhattan,04/21/2010 11:25:14 AM,Bait applied,04/22/2010 01:02:41 PM,"(40.8484287208882, -73.9379065095204)"
BAIT,11585,PO48772,4,1021770166,1,02177,0166,825,WEST 179 STREET,10033,1000717,248904,40.8495771747577,-73.9401139352374,Manhattan,04/21/2010 11:00:17 AM,Bait applied,04/22/2010 01:01:43 PM,"(40.8495771747577, -73.9401139352374)"
BAIT,11587,PO55437,5,1021250034,1,02125,0034,516,WEST 169 STREET,10032,1001523,245568,40.8407541079464,-73.9371474871719,Manhattan,04/21/2010 09:22:40 AM,Bait applied,04/22/2010 12:55:31 PM,"(40.8407541079464, -73.9371474871719)"
BAIT,11590,PO67483,3,1005730053,1,00573,0053,17,WEST 9 STREET,10011,985105,206498,40.7331996442428,-73.9967309265159,Manhattan,04/21/2010 10:05:11 AM,Bait applied,04/22/2010 12:59:53 PM,"(40.7331996442428, -73.9967309265159)"
BAIT,11591,PO67438,3,1005740030,1,00574,0030,28,WEST 11 STREET,10011,985267,206832,40.7344869158787,-73.9961499240685,Manhattan,04/21/2010 09:40:49 AM,Bait applied,04/22/2010 12:59:06 PM,"(40.7344869158787, -73.9961499240685)"
BAIT,11592,PO67437,3,1005740031,1,00574,0031,26,WEST 11 STREET,10011,985272,206797,40.7344677010251,-73.9961030170506,Manhattan,04/21/2010 09:20:13 AM,Bait applied,04/22/2010 12:58:31 PM,"(40.7344677010251, -73.9961030170506)"
BAIT,11594,PO67531,3,1006070049,1,00607,0049,107,WEST 11 STREET,10011,984618,207295,40.7356233020565,-73.9988128429392,Manhattan,04/21/2010 10:35:57 AM,Bait applied,04/22/2010 12:57:05 PM,"(40.7356233020565, -73.9988128429392)"
BAIT,11595,PO67519,3,1006077501,1,00607,7501,131,WEST 11 STREET,10011,984382,207435,40.7358236730107,-73.9992963637599,Manhattan,04/21/2010 10:55:16 AM,Bait applied,04/22/2010 12:56:40 PM,"(40.7358236730107, -73.9992963637599)"
BAIT,11601,PO76502,3,1006370054,1,00637,0054,372,WEST 11 STREET,10014,981592,207114,40.7353566680098,-74.0095874276433,Manhattan,04/21/2010 01:25:11 PM,Bait applied,04/22/2010 10:23:23 AM,"(40.7353566680098, -74.0095874276433)"
BAIT,11603,PO40648,5,4099050025,4,09905,0025,184-19,JAMAICA AVENUE,11423,1046513,197768,40.7092851181422,-73.7754199539772,Queens,04/21/2010 02:29:33 PM,Bait applied,04/22/2010 12:15:14 PM,"(40.7092851181422, -73.7754199539772)"
BAIT,11604,PO89113,2,4102620011,4,10262,0011,109-15,MERRICK BOULEVARD,11433,1044256,193292,40.6970213770161,-73.7835974651823,Queens,04/21/2010 01:31:15 PM,Bait applied,04/22/2010 12:14:32 PM,"(40.6970213770161, -73.7835974651823)"
BAIT,11605,PO17193,5,4123940091,4,12394,0091,172-04,LINDEN BOULEVARD,11434,1045829,191395,40.6918037759981,-73.7779418602477,Queens,04/21/2010 01:07:25 PM,Bait applied,04/22/2010 12:13:21 PM,"(40.6918037759981, -73.7779418602477)"
BAIT,11610,PO40981,4,4096790052,4,09679,0052,90-11,149 STREET,11435,1038004,195538,40.7032200952286,-73.8061292561092,Queens,04/21/2010 09:25:25 AM,Bait applied,04/22/2010 11:59:47 AM,"(40.7032200952286, -73.8061292561092)"
BAIT,11611,PO53655,5,4096810064,4,09681,0064,148-36,89 AVENUE,11435,1037694,195905,40.7042354768692,-73.8072422810521,Queens,04/21/2010 08:46:41 AM,Bait applied,04/22/2010 11:58:10 AM,"(40.7042354768692, -73.8072422810521)"
BAIT,11612,PO34043,3,4000840004,4,00084,0004,24-20,JACKSON AVENUE,11101,999675,211194,40.7463116768285,-73.944407591279,Queens,04/21/2010 01:10:43 PM,Bait applied,04/22/2010 11:57:45 AM,"(40.7463116768285, -73.944407591279)"
BAIT,11613,PO38639,4,4012290122,4,01229,0122,60-05,ROOSEVELT AVENUE,11377,1010858,210989,40.7457586497135,-73.9039761160999,Queens,04/21/2010 02:12:30 PM,Bait applied,04/22/2010 11:56:30 AM,"(40.7457586497135, -73.9039761160999)"
BAIT,11615,PO21995,5,4013660039,4,01366,0039,26-04,93 STREET,11369,1018523,217217,40.7628204578285,-73.8762794476642,Queens,04/21/2010 09:02:42 AM,Bait applied,05/20/2010 09:31:54 AM,"(40.7628204578285, -73.8762794476642)"
BAIT,11616,PO85275,2,4007230054,4,00723,0054,32-38,48 STREET,11103,1008198,214367,40.7550379809142,-73.9135642911999,Queens,04/21/2010 10:21:00 AM,Bait applied,05/20/2010 09:39:03 AM,"(40.7550379809142, -73.9135642911999)"
BAIT,11617,PO36342,11,4012420061,4,01242,0061,33-11,69 STREET,11377,1012684,213871,40.7536572567684,-73.8973715195521,Queens,04/21/2010 11:50:52 AM,Bait applied,04/22/2010 11:53:46 AM,"(40.7536572567684, -73.8973715195521)"
BAIT,11618,PO26524,8,4013660038,4,01366,0038,92-16,ASTORIA BOULEVARD,11369,1018430,217266,40.7629613326409,-73.8766161177723,Queens,04/21/2010 09:40:37 AM,Bait applied,04/22/2010 11:52:52 AM,"(40.7629613326409, -73.8766161177723)"
BAIT,11619,PO85270,2,4012750035,4,01275,0035,75-01,37 AVENUE,11372,1014610,212298,40.7493394284002,-73.8904288688936,Queens,04/21/2010 11:32:01 AM,Bait applied,04/22/2010 11:51:56 AM,"(40.7493394284002, -73.8904288688936)"
BAIT,11620,PO40318,3,1004420011,1,00442,0011,31,EAST 1 STREET,10003,986933,203069,40.7240537571041,-73.9903203968151,Manhattan,04/21/2010 02:27:07 PM,Bait applied,04/22/2010 10:21:48 AM,"(40.7240537571041, -73.9903203968151)"
BAIT,11621,PO63154,3,1005670013,1,00567,0013,14,EAST 10 STREET,10003,985727,206305,40.7330760527151,-73.9946561933202,Manhattan,04/21/2010 11:27:43 AM,Bait applied,04/22/2010 10:21:14 AM,"(40.7330760527151, -73.9946561933202)"
BAIT,11624,PO63136,3,1005670033,1,00567,0033,3,EAST 9 STREET,10003,985562,206263,40.7327137840321,-73.9955727109064,Manhattan,04/21/2010 01:00:54 PM,Bait applied,04/22/2010 10:19:06 AM,"(40.7327137840321, -73.9955727109064)"
BAIT,11630,PO63195,3,1005690032,1,00569,0032,23,EAST 11 STREET,10003,985935,206588,40.7336194841174,-73.994046351835,Manhattan,04/21/2010 10:12:37 AM,Bait applied,04/22/2010 10:15:54 AM,"(40.7336194841174, -73.994046351835)"
BAIT,11636,PO73608,3,5000480023,5,00048,0023,187,YORK AVENUE,10301,959900,173081,40.6417167970319,-74.0877516911133,Staten Island,04/21/2010 12:21:40 PM,Bait applied,04/27/2010 10:43:38 AM,"(40.6417167970319, -74.0877516911133)"
BAIT,11637,PO53860,3,5000520004,5,00052,0004,169,YORK AVENUE,10301,959930,173355,40.642468948352,-74.0876445748436,Staten Island,04/21/2010 12:40:41 PM,Bait applied,04/22/2010 01:54:37 PM,"(40.642468948352, -74.0876445748436)"
BAIT,11638,PO53866,3,5000820015,5,00082,0015,342,YORK AVENUE,10301,959774,171801,40.6382031343851,-74.0882010843198,Staten Island,04/21/2010 12:03:01 PM,Bait applied,04/27/2010 10:44:44 AM,"(40.6382031343851, -74.0882010843198)"
BAIT,11640,PO73609,3,5005430030,5,00543,0030,101,TARGEE STREET,10304,961050,166831,40.6245650108795,-74.0835862078687,Staten Island,04/21/2010 10:34:44 AM,Bait applied,04/22/2010 01:03:16 PM,"(40.6245650108795, -74.0835862078687)"
BAIT,11641,PO64406,3,5006330001,5,00633,0001,305,VANDERBILT AVENUE,10304,961674,164310,40.6176470243104,-74.0813297869392,Staten Island,04/21/2010 10:08:13 AM,Bait applied,04/27/2010 10:46:22 AM,"(40.6176470243104, -74.0813297869392)"
BAIT,11644,PO53936,4,3031750048,3,03175,0048,293,TROUTMAN STREET,11237,1004917,195752,40.7039527882521,-73.9254645716984,Brooklyn,04/21/2010 01:49:47 PM,Bait applied,04/27/2010 10:50:53 AM,"(40.7039527882521, -73.9254645716984)"
BAIT,11645,PO50637,3,3031860036,3,03186,0036,238,KNICKERBOCKER AVENUE,11237,1004891,195369,40.7028954266935,-73.9255559818695,Brooklyn,04/21/2010 02:00:59 PM,Bait applied,04/27/2010 10:49:28 AM,"(40.7028954266935, -73.9255559818695)"
BAIT,11646,PO53941,4,3031870038,3,03187,0038,173,STARR STREET,11237,1005244,195755,40.7039602527776,-73.9242851267849,Brooklyn,04/21/2010 02:15:06 PM,Bait applied,04/27/2010 09:59:44 AM,"(40.7039602527776, -73.9242851267849)"
BAIT,11647,PO60051,4,3032200037,3,03220,0037,877,HART STREET,11237,1005886,195312,40.7027427790846,-73.9219709607958,Brooklyn,04/21/2010 02:28:08 PM,Bait applied,04/27/2010 09:59:09 AM,"(40.7027427790846, -73.9219709607958)"
BAIT,11648,PO60899,4,3032340032,3,03234,0032,170,WILSON AVENUE,11237,1005254,194262,40.6998561178555,-73.9242502359488,Brooklyn,04/21/2010 02:48:16 PM,Bait applied,04/27/2010 10:50:02 AM,"(40.6998561178555, -73.9242502359488)"
BAIT,11652,PO28054,4,3019990003,3,01999,0003,499,FRANKLIN AVENUE,11238,996585,187610,40.6816204778426,-73.9555316499656,Brooklyn,04/21/2010 11:28:38 AM,Bait applied,04/27/2010 10:56:24 AM,"(40.6816204778426, -73.9555316499656)"
BAIT,11654,PO52404,4,3004130065,3,00413,0065,295,DOUGLAS STREET,11217,988819,187025,40.6800159664678,-73.9835270585059,Brooklyn,04/21/2010 10:03:58 AM,Bait applied,04/23/2010 09:12:40 AM,"(40.6800159664678, -73.9835270585059)"
BAIT,11656,PO49198,4,3009400057,3,00940,0057,411,BUTLER STREET,11217,989639,186902,40.6796778981311,-73.9805707524856,Brooklyn,04/21/2010 09:36:24 AM,Bait applied,04/23/2010 09:09:12 AM,"(40.6796778981311, -73.9805707524856)"
BAIT,11659,PO66211,4,3009460042,3,00946,0042,406,DOUGLASS STREET,11217,989849,186491,40.6785559073004,-73.9798201026669,Brooklyn,04/21/2010 10:40:47 AM,Bait applied,04/23/2010 09:11:09 AM,"(40.6785559073004, -73.9798201026669)"
BAIT,11660,PO23440,6,3017390001,3,01739,0001,533,MARCY AVENUE,11206,998247,193223,40.6970243576097,-73.9495274327821,Brooklyn,04/20/2010 02:01:53 PM,Bait applied,04/23/2010 08:31:02 AM,"(40.6970243576097, -73.9495274327821)"
BAIT,11661,PO38910,6,3017590004,3,01759,0004,605,MARCY AVENUE,11206,998401,192210,40.6942436705974,-73.9489741656548,Brooklyn,04/20/2010 01:49:43 PM,Bait applied,04/23/2010 08:31:37 AM,"(40.6942436705974, -73.9489741656548)"
BAIT,11662,PO62552,6,3017730012,3,01773,0012,230,HART STREET,11206,1000261,192092,40.6939166195362,-73.9422667060178,Brooklyn,04/20/2010 02:41:12 PM,Bait applied,04/23/2010 08:34:52 AM,"(40.6939166195362, -73.9422667060178)"
BAIT,11663,PO44478,6,3017760036,3,01776,0036,202,PULASKI STREET,11206,999843,191756,40.6929889206209,-73.9437705032363,Brooklyn,04/20/2010 02:28:14 PM,Bait applied,04/23/2010 08:33:58 AM,"(40.6929889206209, -73.9437705032363)"
BAIT,11666,PO17141,5,3021380128,3,02138,0128,874,DRIGGS AVENUE,11211,994649,197591,40.7090122556883,-73.9624914338899,Brooklyn,04/20/2010 11:53:00 AM,Bait applied,04/23/2010 08:22:46 AM,"(40.7090122556883, -73.9624914338899)"
BAIT,11668,PO37290,4,3022280021,3,02228,0021,322,RUTLEDGE STREET,11211,997647,196319,40.705516885305,-73.9516803613769,Brooklyn,04/20/2010 12:08:07 PM,Bait applied,04/23/2010 08:24:45 AM,"(40.705516885305, -73.9516803613769)"
BAIT,11670,PO56404,4,3022600031,3,02260,0031,365,FLUSHING AVENUE,11205,995132,193718,40.6983873917813,-73.9607607645059,Brooklyn,04/20/2010 09:23:19 AM,Bait applied,04/23/2010 08:17:10 AM,"(40.6983873917813, -73.9607607645059)"
BAIT,11671,PO56398,4,3022620017,3,02262,0017,116,WALLABOUT STREET,11211,995773,194125,40.6995036974505,-73.9584482783856,Brooklyn,04/20/2010 11:11:05 AM,Bait applied,04/23/2010 08:15:40 AM,"(40.6995036974505, -73.9584482783856)"
BAIT,11672,PO56401,4,3022620019,3,02262,0019,118-128,WALLABOUT STREET,11211,995795,194130,40.6995173925749,-73.9583689246857,Brooklyn,04/20/2010 10:36:25 AM,Bait applied,04/23/2010 08:14:54 AM,"(40.6995173925749, -73.9583689246857)"
BAIT,11673,PO56392,4,3022620036,3,02262,0036,433,FLUSHING AVENUE,11205,995982,193897,40.698877617788,-73.9576948967885,Brooklyn,04/20/2010 09:41:54 AM,Bait applied,04/23/2010 08:14:17 AM,"(40.698877617788, -73.9576948967885)"
BAIT,11674,PO56394,4,3022627507,3,02262,7507,730,BEDFORD AVENUE,11206,996159,193974,40.6990887278476,-73.957056399012,Brooklyn,04/20/2010 09:56:04 AM,Bait applied,04/23/2010 08:13:37 AM,"(40.6990887278476, -73.957056399012)"
BAIT,11682,PO68894,3,3011620081,3,01162,0081,473,PARK PLACE,11238,994790,185305,40.6752898597769,-73.9620020783502,Brooklyn,04/21/2010 12:26:20 PM,Bait applied,04/22/2010 02:04:45 PM,"(40.6752898597769, -73.9620020783502)"
BAIT,11683,PO66127,3,3013820025,3,01382,0025,1222,ST JOHNS PLACE,11213,1001496,183728,40.6709508255707,-73.9378302125905,Brooklyn,04/21/2010 10:16:15 AM,Bait applied,04/22/2010 02:04:35 PM,"(40.6709508255707, -73.9378302125905)"
BAIT,11708,PO26811,5,2025060016,2,02506,0016,1204,SHAKESPEARE AVENUE,10452,1005542,244129,40.8368455016875,-73.9233064390099,Bronx,04/22/2010 11:18:48 AM,Bait applied,04/22/2010 03:30:41 PM,"(40.8368455016875, -73.9233064390099)"
BAIT,11709,PO26862,5,2025150118,2,02515,0118,1216,NELSON AVENUE,10452,1005001,244446,40.8378678052449,-73.9252423253664,Bronx,04/22/2010 10:40:22 AM,Bait applied,04/22/2010 03:31:11 PM,"(40.8378678052449, -73.9252423253664)"
BAIT,11710,PO26864,5,2025150119,2,02515,0119,1218,NELSON AVENUE,10452,1005016,244469,40.8379062147691,-73.9252169847025,Bronx,04/22/2010 10:37:23 AM,Bait applied,04/22/2010 03:31:45 PM,"(40.8379062147691, -73.9252169847025)"
BAIT,11711,PO25446,5,2025230125,2,02523,0125,1008,DR M L KING JR BLVD,10452,1003453,242997,40.8336554124176,-73.9308266082818,Bronx,04/22/2010 10:58:22 AM,Bait applied,04/22/2010 03:06:30 PM,"(40.8336554124176, -73.9308266082818)"
BAIT,11714,PO25451,5,2025250018,2,02525,0018,1044,SUMMIT AVENUE,10452,1003790,243220,40.8342228373144,-73.9296190329163,Bronx,04/22/2010 10:43:19 AM,Bait applied,04/22/2010 03:34:13 PM,"(40.8342228373144, -73.9296190329163)"
BAIT,11715,PO33826,5,2025270061,2,02527,0061,1055,UNIVERSITY AVENUE,10452,1003546,243380,40.8346761096733,-73.9302690290341,Bronx,04/22/2010 11:06:17 AM,Bait applied,04/22/2010 03:40:03 PM,"(40.8346761096733, -73.9302690290341)"
