"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22"
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-14","6.4",,,"1.8","0.0","0.0","4.6","6.7","2.8","  330","  320","10.3","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-15","4.1",,,"0.0","0.0","0.0","3.4","6.1","-1.0","  320","  320","7.6","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-16","3.3",,,"0.0","0.0","0.0","3.6","7.2","-0.5","  220","  230","6.7","7.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-17","3.9",,,"34.8","0.0","0.0","7.4","12.8","4.4","  270","  290","13.0","16.5","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-18","10.6",,,"0.0","0.0","0.0","3.2","7.8","-3.8","  260","  270","14.3","18.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-19","7.2",,,"0.0","0.0","0.0","-2.4","2.8","-4.9","  270","  270","12.5","15.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-20","7.4",,,"0.0","0.0","0.0","4.2","8.9","0.0","  270","  270","10.7","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-21","6.9",,,"0.0","0.0","0.0","0.9","3.3","-2.1","  320","  290","11.2","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-22","6.1",,,"0.0","0.0","0.0","1.2","6.7","-3.2","  230","  230","10.7","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-23","4.3",,,"0.0","0.0","0.0","8.0","12.8","6.1","  250","  250","8.1","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-24","8.8",,,"11.4","0.0","0.0","14.1","17.8","12.8","  160","  170","15.7","20.6","    1","    1",,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-25","4.9",,,"0.0","0.0","0.0","13.7","16.7","8.9","  290","  290","9.4","13.0","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-26","7.0",,,"25.4","3.0","0.0","6.7","11.1","2.2","   20","  330","11.6","14.3","    1",,,"    1",,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-27","4.9",,,"0.5","0.0","0.0","2.9","3.9","2.2","  340","  320","9.8","12.5","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-28","6.0",,,"0.0","0.0","0.0","1.8","5.0","-2.1","  340","  310","10.7","13.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-29","2.8",,,"0.0","0.0","0.0","-0.3","7.8","-3.2","  200","  210","8.1","9.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-11-30","4.6",,,"0.0","0.0","0.0","8.8","11.7","7.2","  200","  200","9.8","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-01","4.2",,,"1.8","0.0","0.0","12.0","16.7","5.6","  330","  330","11.6","14.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-02","6.1",,,"2.3","0.0","0.0","4.9","8.3","2.2","   90","   10","9.4","11.6","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-03","5.1",,,"3.8","0.0","0.0","7.4","8.9","5.6","  290","  290","10.3","13.4","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-04","4.5",,,"0.0","0.0","0.0","5.7","8.3","2.2","  300","  300","7.6","12.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-05","4.5",,,"14.0","0.0","0.0","4.7","10.0","1.7","   90","   90","8.9","10.3","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-06","3.3",,,"31.5","0.0","0.0","8.9","11.1","5.0","   10","  360","11.6","15.7","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-07","9.7",,,"1.3","0.0","0.0","4.8","6.7","-0.5","  360","   20","14.3","19.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-08","6.9",,,"0.0","0.0","0.0","-0.7","2.8","-3.2","   40","   30","10.3","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-09","9.8",,,"77.2","0.0","0.0","4.4","8.9","2.8","   40","   40","17.0","21.0","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-10","7.3",,,"2.8","8.0","0.0","4.3","5.6","1.1","  290","  300","10.7","13.4","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-11","7.5",,,"0.0","0.0","0.0","1.7","4.4","0.0","  280","  270","11.6","15.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-12","7.0",,,"0.0","0.0","0.0","2.1","5.0","0.6","  320","  320","11.2","14.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-13","7.3",,,"0.0","0.0","0.0","3.4","8.3","1.1","  310","  330","10.7","13.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-14","5.3",,,"0.0","0.0","0.0","5.1","8.3","2.8","  330","  330","7.6","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-15","2.2",,,"0.0","0.0","0.0","4.9","8.9","1.1","  340","  320","5.4","7.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-16","1.8",,,"7.6","0.0","0.0","5.1","10.0","0.6","   90","  100","6.3","7.2","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-17","5.7",,,"0.8","0.0","0.0","9.3","12.8","6.1","  300","  310","10.7","13.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-18","7.2",,,"0.0","0.0","0.0","5.7","6.7","3.3","  300","  300","13.4","16.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-19","6.5",,,"0.0","0.0","0.0","3.5","4.4","0.0","  330","  340","9.8","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-20","2.9",,,"0.0","0.0","0.0","0.4","1.1","-0.5","  360","   10","6.3","8.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-21","3.2",,,"0.0","0.0","0.0","1.6","3.3","0.6","  340","  340","5.8","6.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-22","3.8",,,"1.0","0.0","0.0","4.6","8.9","2.8","   80","  100","8.1","10.3","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-23","5.1",,,"5.3","0.0","0.0","8.7","10.0","8.3","   70","   70","8.9","10.7","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-24","4.7",,,"26.7","0.0","0.0","9.6","13.9","8.3","  170","  170","11.2","14.3","    1","    1",,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-25","7.6",,,"1.5","0.0","0.0","11.3","13.9","5.6","  290","  300","13.4","17.4","    1","    1",,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-26","4.7",,,"0.0","0.0","0.0","7.2","10.6","3.3","  300","  330","7.2","10.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-27","2.8",,,"0.0","0.0","0.0","6.8","12.2","2.8","  190","  190","6.3","7.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-28","4.7",,,"1.3","0.0","0.0","8.4","12.2","5.6","  320","  320","9.4","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-29","4.9",,,"0.0","0.0","0.0","6.1","7.8","1.7","  330","  330","8.9","11.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-30","4.2",,,"0.0","0.0","0.0","0.9","2.2","-2.1","  330","  320","7.6","10.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2014-12-31","5.3",,,"0.0","0.0","0.0","-0.9","1.1","-2.1","  260","  260","9.8","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-01","7.7",,,"0.0","0.0","0.0","0.3","4.4","-2.1","  230","  230","11.6","14.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-02","6.1",,,"0.0","0.0","0.0","4.1","7.2","1.7","  300","  300","10.7","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-03","4.1",,,"23.9","0.0","0.0","2.5","8.3","-1.0","   90","  100","8.1","10.3","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-04","4.5",,,"11.9","0.0","0.0","8.5","12.8","6.1","  290","  290","12.5","16.1","    1","    1",,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-05","8.8",,,"0.0","0.0","0.0","6.1","10.6","-4.9","  280","  290","14.8","21.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-06","3.8",,,"1.8","28.0","0.0","-5.5","-4.9","-7.1","  310","  310","10.3","12.5","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-07","9.6",,,"0.0","0.0","30.0","-5.6","-3.8","-12.1","  310","  310","17.9","21.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-08","7.7",,,"0.0","0.0","0.0","-10.1","-5.5","-13.2","  310","  300","14.8","17.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-09","8.8",,,"1.8","33.0","0.0","-3.3","1.1","-6.0","  210","  270","14.8","17.9","    1",,,,,,,,"    1",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-10","7.4",,,"0.0","0.0","30.0","-5.3","-4.3","-7.7","  280","  280","11.2","14.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-11","4.9",,,"0.0","0.0","30.0","-3.5","3.3","-6.6","  200","  190","9.4","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-12","2.7",,,"17.8","0.0","0.0","2.3","4.4","1.1","  350","  350","7.2","8.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-13","6.8",,,"0.0","0.0","0.0","0.1","2.8","-7.1","  360","  360","10.7","13.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-14","5.2",,,"0.0","0.0","0.0","-4.2","0.6","-7.1","   30","   20","7.2","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-15","4.4",,,"0.0","0.0","0.0","-0.6","1.7","-2.7","  270","  260","8.1","9.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-16","8.2",,,"0.0","0.0","0.0","1.3","7.2","-6.6","  310","  300","16.1","20.1",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-17","4.7",,,"0.0","0.0","0.0","-4.9","0.0","-7.7","  320","  330","9.4","11.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-18","2.8",,,"41.1","0.0","0.0","2.3","8.3","-2.7","  310","  300","9.4","10.3","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-19","6.8",,,"0.0","0.0","0.0","4.3","7.2","1.7","  290","  290","13.9","16.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-20","5.4",,,"0.0","0.0","0.0","3.9","5.0","0.0","  290","  310","8.9","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-21","2.7",,,"0.0","0.0","0.0","0.2","3.3","-3.2","   20","  120","6.3","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-22","3.6",,,"0.0","0.0","0.0","1.9","5.0","-0.5","  310","  310","8.9","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-23","4.7",,,"0.0","0.0","0.0","0.7","3.9","-2.1","  230","  230","7.6","9.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-24","5.1",,,"19.1","86.0","80.0","1.9","4.4","0.6","  300",,"10.3",,"    1","    1",,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-25","6.7",,,"0.0","0.0","0.0","3.7","7.2","0.0","  290","  300","11.6","14.8",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-26","8.2",,,"8.4","130.0","0.0","-2.0","0.0","-4.3","   20","   30","13.9","17.4","    1",,,,,,,,"    1",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-27","8.5",,,"7.9","142.0","230.0","-4.0","-2.7","-6.6","  360","  350","13.0","16.1",,,,,,,,,"    1",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-28","6.2",,,"0.0","0.0","250.0","-4.7","0.6","-8.2","  330","  330","10.7","13.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-29","3.7",,,"0.3","0.0","230.0","-3.7","2.8","-8.2","  200","  240","8.9","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-30","8.4",,,"1.0","15.0","230.0","1.9","3.3","-7.1","  310","  320","17.0","21.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-01-31","10.3",,,"0.0","0.0","180.0","-6.2","-2.7","-9.9","  310","  310","17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-01","3.9",,,"0.8","8.0","180.0","-2.6","2.2","-6.0","  270","  270","7.6","8.9","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-02","8.5",,,"30.0","107.0","200.0","-0.2","1.7","-9.3","  310","  320","13.9","17.4","    1","    1",,"    1",,"    1",,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-03","6.4",,,"0.0","0.0","200.0","-6.8","-3.2","-9.9","  310","  310","14.3","17.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-04","6.1",,,"0.0","0.0","200.0","-0.7","3.9","-5.5","  200","  190","10.7","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-05","8.8",,,"0.0","3.0","130.0","0.5","3.9","-9.3","  330","  320","14.8","18.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-06","6.3",,,"0.0","0.0","130.0","-7.4","-2.7","-10.5","  260","  270","10.7","13.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-07","3.7",,,"0.0","0.0","100.0","-1.3","2.8","-3.8","  240","  250","6.3","7.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-08","3.9",,,"0.0","0.0","100.0","2.9","5.6","-1.6","   50","   50","8.9","10.7","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-09","7.7",,,"3.6","3.0","50.0","-2.0","-1.6","-3.2","   30","   40","10.7","13.4",,,,"    1",,"    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-10","6.9",,,"0.0","0.0","50.0","-1.2","4.4","-3.2","   20","  360","10.3","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-11","4.5",,,"0.0","0.0","50.0","-1.3","1.7","-4.9","   30","   30","9.8","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-12","5.9",,,"0.0","0.0","30.0","-0.4","4.4","-7.7","  330","  330","16.1","19.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-13","8.4",,,"0.0","0.0","30.0","-7.3","-4.9","-12.7","  310","  310","17.0","21.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-14","4.7",,,"0.3","10.0","30.0","-4.3","1.7","-8.8","  200","  190","12.5","14.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-15","12.4",,,"0.3","8.0","30.0","-5.9","-2.7","-14.9","  310","  310","17.0","21.9",,,,,,,,,"    1",,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-16","6.6",,,"0.0","0.0","30.0","-11.5","-4.9","-14.9","  300","  310","14.8","19.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-17","3.1",,,"4.8","89.0","100.0","-6.4","-2.7","-8.8","   30","   20","7.2","8.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-18","2.6",,,"0.0","0.0","80.0","-5.2","-0.5","-9.3","  250","  250","7.6","10.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-19","9.5",,,"0.0","0.0","50.0","-5.5","-2.7","-12.7","  310","  300","13.9","17.4",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-20","8.4",,,"0.0","0.0","50.0","-11.6","-6.0","-16.0","  290","  300","13.9","17.9",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-21","4.4",,,"15.0","114.0","30.0","-6.3","0.6","-11.6","  190","  200","11.2","13.9","    1",,,,,"    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-22","1.8",,,"5.1","5.0","130.0","1.2","6.1","0.0","  270","  310","5.8","10.3","    1",,,,,"    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-23","8.5",,,"0.0","0.0","80.0","-1.4","3.3","-12.7","  330","  320","13.9","17.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-24","4.2",,,"0.0","0.0","80.0","-10.3","-2.1","-13.8","  180","  180","9.4","10.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-25","4.8",,,"0.0","0.0","50.0","-2.3","2.8","-7.1","  260","  270","10.3","13.0",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-26","5.7",,,"0.0","0.0","50.0","-2.3","0.0","-4.9","   20","   30","10.3","12.5",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-27","4.6",,,"0.0","0.0","50.0","-3.9","0.0","-6.6","  340","  230","8.1","11.2",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-02-28","3.7",,,"0.0","0.0","30.0","-4.9","-0.5","-9.3","  330","  330","8.9","10.3",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-03-01","2.1",,,"13.0","79.0","30.0","-3.3","0.6","-6.6","  210","  190","8.1","10.3","    1",,,"    1",,"    1",,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-03-02","6.8",,,"0.0","0.0","100.0","0.3","3.9","-2.1","  310","  320","13.4","17.4","    1",,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-03-03","4.0",,,"17.8","30.0","80.0","-1.9","2.2","-7.1","  200","  180","7.6","9.4","    1",,,"    1",,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-03-04","4.9",,,"7.6","0.0","80.0","2.6","5.0","0.6","  240","  240","8.1","10.3","    1",,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-03-05","5.9",,,"18.5","147.0","30.0","0.4","5.0","-6.0","  330","  320","10.7","13.0","    1","    1",,"    1",,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-03-06","4.3",,,"0.0","0.0","180.0","-6.6","-3.8","-10.5","  340","  340","10.7","13.0",,,,,,,,"    1",,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-03-07","5.3",,,"0.0","0.0","150.0","-3.6","2.8","-8.8","  250","  240","10.3","11.6",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-03-08","4.4",,,"0.0","0.0","100.0","3.8","8.9","-1.0","  270","  270","12.5","15.7",,,,,,,,,,,,,,,,,,,
"USW00094789","JFK INTERNATIONAL AIRPORT, NY US","40.6386","-73.7622","3.4","2015-03-09","3.8",,,"0.5","0.0","50.0","5.8","12.2","0.0","  270","  270","7.6","9.8",,,,,,,,,,,,,,,,,,,
